fen,uci,comment
8/6p1/5p1p/p4P1P/PP2p1P1/4k3/2K5/8 b - - 0 46,e3e2,"Ach ! my opponent has a passed Pawn, too. This not was in my plan. Yes ,but you played bad move Ke2?? .You decided to promote your e-pawn so you have to protect squares infront of him not to be infront of him! Kf2 was the right move even you still have a game that leads to an draw."
8/6p1/1P3p1p/p4P1P/P5P1/4p3/2K1k3/8 b - - 0 48,e2f1,Now you have to loose this tempo.
1Q6/6p1/5p1p/p4P1P/P5P1/8/2K1p3/5k2 b - - 0 50,e2e1q,"And I resigned (perhaps the game for me is not so bad, but...) Well, where are my errors ? Maybe you didn't have to resigne because game now becomes complicated. If you don't exchange queens it would be draw. Your opening was good (at least I liked it :) middlegame also only you have to seek for the simple combinations a bit more ,but I think that comes with time try to play more tacticle for some time( you will lose many games but your combinations will get better),your endgames has to be improved, reemember some priciples: first of all centralise your king an try to keep opponents king away, then look how to make an free pawn (that doesnt have to be promoted always but it is a strong weapon),when you make it try to pin down opponent king in defence and try to use zugzwang. If you have any questions or comments feel free to contact me. P.S. sorry for my english :)"
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,"Hi! In this review I concentrated more on verbal comments than variations. In general I think a weakness of your game is that you don't play with a well thought out plan yet. A very good book on this subject is Silman's ""How to reassess your chess"", I highly recommend it."
rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 5,d4d5,"Out of the openig books. E: I feel this move can't be very good. The pawn formation becomes fixed very early, I think that is to black's advantage here. In the game this shows because it is easier for black to find squares for his pieces."
rnbqk2r/pp3ppp/3ppn2/2pP4/2P5/2P1P3/P4PPP/R1BQKBNR w KQkq - 0 7,g1f3,"An error, I think. Now I can' t avoid the black push his the pawn to e4.E: Yes, Bd3 was the move."
rnbqk2r/pp3ppp/3p1n2/2pPp3/2P5/2P1PN2/P4PPP/R1BQKB1R w KQkq - 0 8,d1c2,To play e4 if the black loss the chance.
rnbqk2r/pp3ppp/3p1n2/2pPp3/2P5/2P1PN2/P1Q2PPP/R1B1KB1R b KQkq - 1 8,e8g8,"Missing the chance to push the pawn to e4. The black could get the advantage with 8...e4 9.Nd2 or 9.Ng5 9...Bf5 10.f3, Te8 and the black keep the square e5.E: Black is sticking to strictly 'correct' strategy: he has traded off his black square bishop, and now he puts his centre pawns on black. But probably in this case ...e4 was indeed better, since the white bishops stay locked in and the e5 square is juicy."
rnbq1rk1/pp3ppp/3p1n2/2pPp3/2P1P3/2P2N2/P1Q2PPP/R1B1KB1R b KQ - 0 9,d8a5,"Black is trying to put some pressure on White's queenside pawns, but I don't see how he can get anything concrete here.An advantage of the quick d5 is that he can't play ...Nc6-a5, a standard way to attack pawn c4 (with ...b6 and ...Ba6)."
rnb2rk1/pp3ppp/3p1n2/q1pPp3/2P1P3/2P2N2/P1Q2PPP/R1B1KB1R w KQ - 1 10,f1d3,"Is Be2 better?E: That depends on your plan. Your white square bishop is pretty bad at themoment, it looks like a big pawn. There are three things you could do aboutit: break open the centre so it gets more freedom, move it outside the pawn chain, or trade it off. Moving it to a4 doesn't look very promising, and slow. Moving it to g4 also takes a lot of preparation because it needs too much protection, so let's ignore that. Let's look at the overall plan first. On the queenside, we have a half open line, but also doubled pawns. Black has no weaknesses. If we put pressure on the b file, we might eventually provoke b7-b6, then move a4-a5xb6 to create a weak pawn, and pressure it, but it's a very slow plan, and even if it all works, it's not hard for black to defend a pawn on b6.The center is currently locked up. The break f2-f4 is the only way to try to open it, but Black isn't forced to take on f4. However if he moves, say,f4 Re8 fxe5 dxe5, we get a supported passed pawn on d5 that is a trump in the endgame.If he does take, or retakes with a piece on e5, the e pawn becomes mobile and the d3 bishop and c2 queen would become active. This should look promising. On the kingside there isn't much to do yet. His king is there, but ours will also probably go there. An immediate pawn storm doesn't seem to have much chance as Black has no weakness and our bishop and queen are out of play a bit.In total, I'd go for Bd3, with the idea of f2-f4 (the knight moves to f5, if possible - if Black takes, our e-pawn restrict the pieces a bit less already)."
rn3rk1/pp3ppp/3p1n2/q1pPp3/2P1P1b1/2PB1N2/P1Q2PPP/R1B1K2R w KQ - 3 11,f3d2,"During the game I thougt to develope the queen bishop in e3 or in g5. If the black take in f3, I could keep the king in the centre, where I don' t think it is in danger (the centre is close), and try to attack the king side with Tg1, Bg5, Dd2 and f4. But I didn' t want loss to opportunity of the short castle, so I played 11.Nd2. Besides after the game the opponent told me he didn' t take in f3. Was 11.Be3 or 11.Be5 better?E: The better move is 11.Nh4! f3-h4-f5 is a faster route than f3-d2-f1-g3-f5, and doesn't block the bishop on c1.Nf5 and f4 are coming up, and probably 0-0 to get the rook on the soon to be opened f-file. If black tries to prevent Nf5 with the weakening 11.Nh4 g6, white simply plays 12.0-0 with f4-f5 coming, black can't even play Nbd7since f3 locks up the black bishop."
r4rk1/pp1n1ppp/3p1n2/q1pPp3/2P1P1b1/2PB4/P1QN1PPP/R1B1K2R w KQ - 5 12,a1b1,"This move fits in with the queenside plan, but is quite useless for other plans. You should choose a plan based on the position's characteristics, and then stick to it!"
1r3rk1/pp1n1ppp/3p1n2/q1pPp3/2P1P1b1/2PB4/P1QN1PPP/1RB1K2R w K - 7 13,b1b5,"I don' t know if this move was a good idea. I could try to increase thebressure on the b line with o-o, a4, Ba3, Tfb1 and a5. If the black pushed the pawn to b6 and took in a5, I could play against the weak pawns on the aline. During the game I thougt this plan take too many moves. Besides the bishop in a3 will be causig holdup, so I will have to spend another move tobring it in c1. So I decide for an attack to the king side, but the Tb5 wasout of play. Besides the queen from c7 in the game will defend effectively the seventh line.E: This move (and the previous one) is only good if you are going to play for the queenside plan. Even if you are, 0-0 also fits in with that plan and keeps more options open.The whole plan is of course quite slow. But you should have noticed that a few moves ago when you had to choose a plan, not a few moves into it!Note, by the way, that all black's pieces are on nice-looking squares, but he has no good plan, as far as I can see. All the active things he can go for (b7-b5, f7-f5, exchanging the white bishop) relieve you of some of yourproblems. Still, he had to choose a plan, and not move around aimlessly theway he's going to do. He could go for his own kingside attack, with Qd8 now, then Nh5-f4 and f7-f5 (if e4xf5, then Nxd3 before taking back). This plan could well be faster than yours, and your king is still in the center."
1r3rk1/pp1n1ppp/3p1n2/qRpPp3/2P1P1b1/2PB4/P1QN1PPP/2B1K2R b K - 8 13,a5c7,"On c7 the queen only defends b7 and d6, pawns that don't need defending since they aren't attacked (the b7 pawn can move to b6 soon and be safe there). So I prefer Qd8."
1r3rk1/ppqn1ppp/3p1n2/1RpPp2b/2P1P3/2PB1P2/P1QN2PP/2B1K2R w K - 1 15,d2f1,"Now you're ing for a kingside plan, moving the knight to f5. But that means the rook on b5 is out of play!Maybe 15.Nb3 (threat 16.Na5 b6 17.Nc6) b6 16.a4 would be more consistent...No oops 16..a6 loses a rook :). Plans are nice, but tactics are most important."
1r3rk1/ppqn1ppp/3p1n2/1RpPp2b/2P1P3/2PB1P2/P1Q3PP/2B1KN1R b K - 2 15,h5g6,This move (and the next two of his) don't do much.
1r3rk1/ppqn1ppp/3p2b1/1RpPp2n/2P1P3/2PB1PN1/P1Q3PP/2B1K2R w K - 5 17,g3e2,"Going for g4, which looks nice, but is also weakening. With your king in the middle and a rook out of play that may be a bit dangerous."
4rrk1/ppqn1ppp/3p2b1/1RpPp2n/2P1P3/2PB1P2/P1Q1N1PP/2B1K2R w K - 7 18,g2g4,"With the queen on d8 (and also the rook still on b8, of course) ideas likethis would have been risky because of Qh4+ all the time."
4rrk1/ppqn1ppp/3p2b1/1RpPp2n/2P1P1P1/2PB1P2/P1Q1N2P/2B1K2R b K - 0 18,h5f6,"White has a space advantage on the kingside, but no attack yet. Black's pieces are better positioned if the position were to open up a bit. I thinkthe possibility of ...h5 soon for Black gives him a slight advantage."
4rrk1/ppqn1ppp/3p1nb1/1RpPp3/2P1P1P1/2PB1PN1/P1Q4P/2B1K2R b K - 2 19,g8h8,Black is impressed and thinks he has to defend.
4rr1k/ppqn1ppp/3p1nb1/1RpPp3/2P1P1PP/2PB1PN1/P1Q5/2B1K2R b K - 0 20,h7h6,"During the game I was afraid of 20...h5, because I couldn' t see how continue effectively the attack opening the line. 21.gxh5, Bxh5 is good forthe black. After 21.g5, Ng8 the black is very holdup, but how continue effectively the attack? Ma be exploiting the bad position of the balck pieces for an attack on the queen side? If yes, how moves do you suggest? But after this line can' t the black play f6 and open the f line? I think that doing that the black rooks are strong on the f line and my king begin to be in danger. At the end, was 20...h6 good of an error?E: You are right, 20...h5 is still good here. Not only can you not continuethe attack after 21.g5 Ng8 (or Nh7), but you don't even have an attack at the moment, and he can take over the initiative with ...f6 on the next move."
4rr1k/ppqn1pp1/3p1nbp/1RpPp3/2P1P1PP/2PB1PN1/P1Q5/2B1K2R w K - 0 21,h4h5,"Was 21.g5, Ng8 22.gxh5, Nxh5 23.Bxh5, gxh5 better? I think that also opening the g linee my attack are uneffective. The black rook seem to can conquer the g linee. But may be I could continue without opening the g line. If yes how?E: He has his king, a knight, a bishop, two rooks and a pawn shield in immediate defense and his queen and another knight nearby. You try to attack with a bishop, a rook and a knight, and some pawns. That won't work!First you must get your rook on b5 back into the game, and your queen into the attack.Your knight should also be place on f5 before the breakthrough. There isn'tthat much he can do in the meantime."
4rr1k/ppqn1ppb/3p1n1p/1RpPp2P/2P1P1P1/2PB1PN1/P1Q5/2B1K2R w K - 1 22,g3f5,"Was g5 better?E: No, this is good. First get your pieces to the right squares, then breakthrough. In fact, probably Qg2 and Rb2 first was better (see later on)."
4rrnk/ppqn1ppb/3p3p/1RpPpN1P/2P1P1P1/2PB1P2/P1Q5/2B1K2R w K - 3 23,g4g5,"I don't think this is good; Black can lock up everything immediately with Bxf5 exf5 f6. Without g5, you could reply gxf5 and try to concentrate everything on the half open g file.In fact, because of this, it was probably better to play Qg2 (or h2) and Rb2 with some battery setup on the g file first, before Nf5, to make the capture on f5 impossible."
4rrnk/ppqn1pp1/3p3p/1RpPpPPP/2P5/2PB1P2/P1Q5/2B1K2R b K - 0 24,d7b6,"Black misses his chance to lock up! You should have played 25.f6! now to keep something going, on general principle. For the first time, you have a concrete attack, which seems rather dangerous. 24...Nb6 is quite a bad mistake."
4rrnk/ppq2pp1/1n1p3p/1RpPpPPP/2P5/2PB1P2/P1Q5/2B1K2R w K - 1 25,c2g2,"And therefore, so is this."
4rrnk/ppq2pp1/1n1p3p/1RpPpPPP/2P5/2PB1P2/P5Q1/2B1K2R b K - 2 25,f7f6,The attack of the withe is end. Where I could play better?
4rrnk/ppq5/1n1p1p1p/1RpPpP1P/2P5/2PB1P2/P5Q1/2B1K2R w K - 0 27,g2g6,"It turns out that this just leads to mass exchanges, and you should avoid those all the time because the pawns make his knights much stronger than your bishops."
4rrnk/pp5q/1n1p1pQp/1RpPpP1P/2P5/2PB1P2/P7/2B1K2R w K - 2 28,b5b2,Too late.
5nn1/pp2r1rk/3p1pRp/2pPpP1P/2P1B3/2P2P2/P7/2BK2R1 w - - 8 35,g6g7,"I don' t see how avoid the change of the rooks. 35.Tg2, Txg2 33.Txg2, Tg7 and if I avoid the change of the second rook the black get the frist or thesecond line."
5nn1/pp4Rk/3p1p1p/2pPpP1P/2P1B3/2P2P2/P7/2BK4 b - - 0 36,h7g7,"Is the game already lost?E: Quite possible. You have many pawn weaknesses, and your white square bishop is basically a pawn as well. The black bishop is 'good' in theory, but in fact it can't go anywhere either. This is a position for knights."
8/pp4k1/1n1p1p1p/2pPnP1P/2P1BB2/2PK4/P7/8 w - - 1 43,f4e5,"May be I could try still to play a little bit giving the pawn in c4.E: I doubt it, the knight on e5 was very powerful anyway."
8/pp4k1/1n1p1p1p/2pPBP1P/2P1B3/2PK4/P7/8 b - - 0 43,f6e5,The black won easily.
r1bqk1nr/pppp1ppp/2n5/2b1p3/1PB1P3/5N2/P1PP1PPP/RNBQK2R b KQkq - 0 4,c5b4,"This is a personal favourite of mine, the Evan's Gambit. JK: I used to like that, too, 'til I switched to Ruy Lopez with white."
r1bqk1nr/pppp1ppp/2n5/4p3/1bB1P3/2P2N2/P2P1PPP/RNBQK2R b KQkq - 0 5,b4c5,"This is where I ran into trouble, I expected the Bishop to go to a5 rather than c5. Unsure about what to do, I castled and I Believe this was my downfall. JK: 5... Bc5 is a loss of tempo, that's why it's not in the books. The idea of the Evan's Gambit is sacrificing a pawn in order to develop fast in the centre, especially to get the pawns on e4 and d4. After 5... Bc5 6. d4 is still possible, attacked three times, defended three times, and now the Bc5 has to disappear, losing another tempo. 6... exd4 7. cxd4 Bb4+ can be met by 8. Nbd2, and now white has a huge advantage for his pawn."
r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/2P2N2/P2P1PPP/RNBQ1RK1 b kq - 2 6,g8h6,"Of course Nh6 is a strange move. As a rule of thumb, a knight should never be moved to the side of the board. 6... Nf6, attacking e4, looks more natural."
r1bqk2r/pppp1ppp/2n4n/2b1p3/2B1P3/2P2N2/P2P1PPP/RNBQ1RK1 w kq - 3 7,d2d4,Good move.
r1bqk2r/pppp1ppp/2n4n/2b5/2BPP3/5N2/P4PPP/RNBQ1RK1 b kq - 0 8,c5b6,Now white has a huge position in exchange for his pawn.
r1bqk2r/pppp1ppp/1bn4n/8/2BPP3/5N2/P4PPP/RNBQ1RK1 w kq - 1 9,c1a3,"Preventing castling. JK: You should consider 9. Bxh6, giving black the double h-pawn and making the castling difficult for him. On the other hand, it opens the g file towards the white king. I suppos this is a matter of taste ... 9. Ba3 is not bad either."
r1bqk2r/ppp2ppp/1bnp3n/8/2BPP3/B4N2/P4PPP/RN1Q1RK1 w kq - 0 10,d4d5,"I don't like that move. Now the centre is fixed, and there is a backward pawn in the open e file."
r1bqk2r/ppp2ppp/1bnp3n/3P4/2B1P3/B4N2/P4PPP/RN1Q1RK1 b kq - 0 10,c6e5,"In my eyes 10... Ne7 would have been safer. The e file with the backward pawn would have remained open, and pawn d6 would have kept the Ba3 out and allowed black to castle."
r1bqk2r/ppp2ppp/1b5n/3Pp3/2B1P3/B7/P4PPP/RN1Q1RK1 w kq - 0 12,d1a4,"Maybe 12. h3 would have been a possibility, giving the Nh6 no other spot but g8. The queen check seems to be following no plan. Always consider the plans of your moves ... I also like 12. Nc3, developping the piece and letting Ra1 come out."
r2qk2r/pppb1ppp/1b6/1B1Pp3/Q3P1n1/B7/P4PPP/RN3RK1 w kq - 4 14,h2h3,"Again unsure of what to do. JK: Again 14. Nc3 or 14. Nd2, maybe?"
r2qk2r/pppb1ppp/8/1B1Pp3/Q3P3/B6P/P4bP1/RN4K1 w kq - 0 16,g1f2,"I don't like white's idea of exchanging bishop and knight for rook and pawn. Just seeing the roughly calculated value of the pieces, it may be a nearly even exchange, but black gives away his most active pieces for a not developped rook. Okay, on f2 the white king is somewhat exposed and separated from his pieces, but I see no way for black to exploit that. 14... Nf6 would have been better."
r2qk2r/pppb1ppp/8/1B1Pp3/Q3P3/B6P/P4KP1/RN6 b kq - 0 16,g7g6,Again a move with no plan.
r2qk2r/pppb1p1p/6p1/1B1Pp3/Q3P3/B6P/P4KP1/RN6 w kq - 0 17,b1d2,with hope of playing Nc4
